ComponentCode,ComponentModel,ComponentSpecification,StockCount,ERPComponentName,ComponentType,ComponentLibraryType,SortableValueMagnitude,SortableValueUnit,Datasheet
C23163,0603WAF4704T5E,0603,117467,4.7MΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF4704T5E_C23163.pdf
C23220,0603WAF6200T5E,0603,117256,620Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF6200T5E_C23220.pdf
C25798,0402WGF7502TCE,0402,113421,75kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF7502TCE_C25798.pdf
C22966,0603WAF2700T5E,0603,113251,270Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2700T5E_C22966.pdf
C25805,0603WAF1103T5E,0603,108321,110kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1103T5E_C25805.pdf
C25130,0402WGF6800TCE,0402,105981,680Ω ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF6800TCE_C25130.pdf
C5446,XC6206P332MR,SOT-23,94075,正 Vin=6V Vout=3.3V 200mA,Linear Voltage Regulators (LDO),base,,,https://datasheet.lcsc.com/lcsc/1809201513_Torex-Semicon-XC6206P332MR_C5446.pdf
C1046,SDFL2012S100KTF,0805,91889,10uH ±10% 1.15Ω,Inductors (SMD),base,,,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDFL2012S100KTF_C1046.pdf
C17575,0805W8F2402T5E,0805,86331,24kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2402T5E_C17575.pdf
C17807,0805W8F7501T5E,0805,85613,7.5kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F7501T5E_C17807.pdf
C23137,0603WAF3303T5E,0603,85548,330kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3303T5E_C23137.pdf
C17757,0805W8F560JT5E,0805,84889,56Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F560JT5E_C17757.pdf
C8056,ZMM3V3-M,LL-34,78337,3.3V 500mW,Zener Diodes,base,,,https://datasheet.lcsc.com/lcsc/1811142211_ST-Semtech-ZMM3V3-M_C8056.pdf
C25783,0402WGF3902TCE,0402,69973,39kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF3902TCE_C25783.pdf
C35722,SS36-E3/57T,SMC(DO-214AB),60096,60V 3A 750mV@3A,Schottky Barrier Diodes (SBD),base,,,https://datasheet.lcsc.com/lcsc/1809042323_Vishay-Intertech-SS36-E3-57T_C35722.pdf
C22827,0603WAF1803T5E,0603,59543,180kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1803T5E_C22827.pdf
C4172,0603WAF1504T5E,0603,55013,1.5MΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010230_UNI-ROYAL-Uniroyal-Elec-0603WAF1504T5E_C4172.pdf
C17455,0805W8F1302T5E,0805,47385,13kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1302T5E_C17455.pdf
C1857,1206B224K500NT,1206,41496,220nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810311313_FH--Guangdong-Fenghua-Advanced-Tech-1206B224K500NT_C1857.pdf
C17490,0805W8F1602T5E,0805,40881,16kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1602T5E_C17490.pdf
C1049,CMI321609U4R7KT,1206,38537,4.7uH ±10% 650mΩ,Inductors (SMD),base,,,https://datasheet.lcsc.com/lcsc/1810311322_FH--Guangdong-Fenghua-Advanced-Tech-CMI321609U4R7KT_C1049.pdf
C9865,TPS54331DR,SOIC-8,35113,降压型,DC-DC Converters,base,,,https://www.ti.com/cn/lit/gpn/tps54331
C7722,TPS61040DBVR,SOT-23-5,31490,升压型 Vin=1.8V~6V Vout=28V 350mA,DC-DC Converters,base,,,https://www.ti.com/cn/lit/gpn/tps61040
C17429,0805W8F1102T5E,0805,30587,11kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1102T5E_C17429.pdf
C6568,CP2102-GMR,WQFN-28-EP(5x5),20023,CP2102-GMR,USB ICs,base,,,https://datasheet.lcsc.com/lcsc/1811081920_SILICON-LABS-CP2102-GMR_C6568.pdf
C6521,CD4052BM96,SOIC-16,11366,CD4052BM96,Analog Switches / Multiplexers,base,,,https://www.ti.com/cn/lit/gpn/cd4052b
C14877,ATMEGA328P-AU,TQFP-32(7x7),10109,AVR 20MHz 闪存：16K@x16bit RAM：2KB,Microcontroller Units (MCUs/MPUs/SOCs),base,,,https://datasheet.lcsc.com/lcsc/1809101618_Microchip-Tech-ATMEGA328P-AU_C14877.pdf
C7562,M24C02-WMN6TP,SOIC-8,10103,M24C02-WMN6TP,EEPROM,base,,,https://datasheet.lcsc.com/lcsc/1809061818_STMicroelectronics-M24C02-WMN6TP_C7562.pdf
C19579,TM1620,SOIC-20-300mil,4710,TM1620(TA0702F),LED Display Drivers,base,,,https://datasheet.lcsc.com/lcsc/1811132321_TM-Shenzhen-Titan-Micro-Elec-TM1620_C19579.pdf
C9683,ULN2803ADWR,SOIC-18-300mil,4676,ULN2803ADWR,Darlington Transistor Arrays,base,,,https://www.ti.com/cn/lit/gpn/uln2803a
C3019524,P6SMAJ33CA,SMA,2727,双向 Vrwm:33V 600W,TVS,base,,,https://datasheet.lcsc.com/lcsc/2205231816_Liown-P6SMAJ33CA_C3019524.pdf
C2925443,SMAJ5.0A,SMA(DO-214AC),1674,单向 Vrwm:5V 400W,TVS,base,,,https://datasheet.lcsc.com/lcsc/2202141600_Liown-SMAJ5-0A_C2925443.pdf
C2990414,5.0SMDJ64CA,SMC,2,双向 Vrwm:64V 5kW,TVS,base,,,https://datasheet.lcsc.com/lcsc/2205231745_Liown-5-0SMDJ64CA_C2990414.pdf
C15850,CL21A106KAYNNNE,0805,4631341,10uF ±10% 25V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811121310_Samsung-Electro-Mechanics-CL21A106KAYNNNE_C15850.pdf
C1588,CL10B102KB8NNNC,0603,3818106,1nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811071810_Samsung-Electro-Mechanics-CL10B102KB8NNNC_C1588.pdf
C14858,CL10C101JB8NNNC,0603,3242800,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811151136_Samsung-Electro-Mechanics-CL10C101JB8NNNC_C14858.pdf
C8326,MMBT5401,SOT-23,2814312,PNP 150V 600mA H档200-300,Bipolar Transistors - BJT,base,,,https://datasheet.lcsc.com/lcsc/1809140241_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--MMBT5401_C8326.pdf
C1595,0603B152K500NT,0603,2731455,1.5nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061810_FH--Guangdong-Fenghua-Advanced-Tech-0603B152K500NT_C1595.pdf
C46219,0603CG3R0C500NT,0603,2587054,3pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061821_FH--Guangdong-Fenghua-Advanced-Tech-0603CG3R0C500NT_C46219.pdf
C17408,0805W8F1000T5E,0805,1967690,100Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1000T5E_C17408.pdf
C4190,0603WAF2201T5E,0603,1900588,2.2kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010230_UNI-ROYAL-Uniroyal-Elec-0603WAF2201T5E_C4190.pdf
C17604,0805W8F2001T5E,0805,1809678,2kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2001T5E_C17604.pdf
C17477,0805W8F0000T5E,0805,1538613,0Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F0000T5E_C17477.pdf
C45783,CL21A226MAQNNNE,0805,1510874,22uF ±20% 25V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811151152_Samsung-Electro-Mechanics-CL21A226MAQNNNE_C45783.pdf
C81598,1N4148W,SOD-123,1403546,75V 150mA 4ns,Switching Diode,base,,,https://datasheet.lcsc.com/lcsc/1811061725_ST-Semtech-1N4148W_C81598.pdf
C8598,B5819W SL,SOD-123,1401664,40V 1A 600mV@1A,Schottky Barrier Diodes (SBD),base,,,https://datasheet.lcsc.com/lcsc/1809140216_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--B5819W-SL_C8598.pdf
C3113,CJ431,SOT-23-3,1333760,2.5V~36V 100mA,Voltage References,base,,,https://datasheet.lcsc.com/lcsc/1809140322_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--CJ431--_C3113.pdf
C17901,1206W4F1000T5E,1206,1118400,100Ω ±1% 250mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F1000T5E_C17901.pdf
C17902,1206W4F1002T5E,1206,1060066,10kΩ ±1% 250mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F1002T5E_C17902.pdf
C17900,1206W4F1003T5E,1206,857405,100kΩ ±1% 250mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F1003T5E_C17900.pdf
C1550,0402CG1R0C500NT,0402,817468,1pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811141710_FH--Guangdong-Fenghua-Advanced-Tech-0402CG1R0C500NT_C1550.pdf
C17887,1206W4F3000T5E,1206,750979,300Ω ±1% 250mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-1206W4F3000T5E_C17887.pdf
C8543,S9012 2T1,SOT-23,745080,PNP 25V 500mA (200-350),Bipolar Transistors - BJT,base,,,https://datasheet.lcsc.com/lcsc/1809181212_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--S9012-2T1_C8543.pdf
C6649,EL357N(B)(TA)-G,SOP-4-2.54,744916,EL357N(B)(TA)-G,Optocouplers - Phototransistor Output,base,,,https://datasheet.lcsc.com/lcsc/1809192312_Everlight-Elec-EL357N-B-TA-G_C6649.pdf
C17557,0805W8F2200T5E,0805,655841,220Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2200T5E_C17557.pdf
C17617,0805W8F3000T5E,0805,604913,300Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F3000T5E_C17617.pdf
C1604,0603B222K500NT,0603,587432,2.2nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810301614_FH--Guangdong-Fenghua-Advanced-Tech-0603B222K500NT_C1604.pdf
C1547,0402CG120J500NT,0402,559556,12pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811141710_FH--Guangdong-Fenghua-Advanced-Tech-0402CG120J500NT_C1547.pdf
C1644,CL10C150JB8NNNC,0603,513244,15pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810261515_Samsung-Electro-Mechanics-CL10C150JB8NNNC_C1644.pdf
C31850,0603WAF2202T5E,0603,487918,22kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0603WAF2202T5E_C31850.pdf
C28233,CL21B104KCFNNNE,0805,471509,100nF ±10% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810191216_Samsung-Electro-Mechanics-CL21B104KCFNNNE_C28233.pdf
C1603,CL10B221KB8NNNC,0603,458543,220pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810261515_Samsung-Electro-Mechanics-CL10B221KB8NNNC_C1603.pdf
C17560,0805W8F2202T5E,0805,447943,22kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2202T5E_C17560.pdf
C4275,0603WAF750JT5E,0603,426785,75Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0603WAF750JT5E_C4275.pdf
C15127,AO3401A,SOT-23,409380,P沟道 30V 4A,MOSFETs,base,,,https://datasheet.lcsc.com/lcsc/1810171817_Alpha---Omega-Semicon-AO3401A_C15127.pdf
C5947,"74HC595D,118",SOIC-16,407284,"74HC595D,118",Registers,base,,,https://datasheet.lcsc.com/lcsc/1811021715_Nexperia-74HC595D-118_C5947.pdf
C1790,CL21C101JBANNNC,0805,378684,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810241824_Samsung-Electro-Mechanics-CL21C101JBANNNC_C1790.pdf
C1051,CMI321609X100KT,1206,365092,10uH ±10% 800mΩ,Inductors (SMD),base,,,https://datasheet.lcsc.com/lcsc/1810311314_FH--Guangdong-Fenghua-Advanced-Tech-CMI321609X100KT_C1051.pdf
C7512,ULN2003ADR,SOIC-16,350398,ULN2003ADR,Darlington Transistor Arrays,base,,,https://www.ti.com/cn/lit/gpn/uln2003a
C2296,17-21SUYC/TR8,LED_0805,315693,LED_灯_黄_Iv=95-113_λd=592-594,Light Emitting Diodes (LED),base,,,https://datasheet.lcsc.com/lcsc/1806151129_Hubei-KENTO-Elec-17-21SUYC-TR8_C2296.pdf
C38523,CL10C120JB8NNNC,0603,292970,12pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810261515_Samsung-Electro-Mechanics-CL10C120JB8NNNC_C38523.pdf
C34499,C34499,0805,285431,0805白灯（300-360mcd) SMT业务专用,Light Emitting Diodes (LED),base,,,https://nw.jlcerp.com/overseas-manage/pdfjs/web/viewer.html?file=%2Foverseas-manage%2Femail%2FdownloadByFileNo%3FfileNo%3D94529e18c5284a3081d8a14987ad6aeb%26type%3D1
C20638,0805W8F750JT5E,0805,278008,75Ω (75R0) ±1%,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/1810301611_UNI-ROYAL-Uniroyal-Elec-0805W8F750JT5E_C20638.pdf
C7250,0603WAF1005T5E,0603,262328,10MΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0603WAF1005T5E_C7250.pdf
C25752,0402WGF1202TCE,0402,230307,12kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1202TCE_C25752.pdf
C1549,0402CG180J500NT,0402,229038,18pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811141814_FH--Guangdong-Fenghua-Advanced-Tech-0402CG180J500NT_C1549.pdf
C1744,0805B472K500NT,0805,217357,4.7nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061719_FH--Guangdong-Fenghua-Advanced-Tech-0805B472K500NT_C1744.pdf
C4177,0603WAF1801T5E,0603,211932,1.8kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010230_UNI-ROYAL-Uniroyal-Elec-0603WAF1801T5E_C4177.pdf
C8062,ZMM5V6-M,LL-34,207196,5.6V 500mW,Zener Diodes,base,,,https://datasheet.lcsc.com/lcsc/1809301122_ST-Semtech-ZMM5V6-M_C8062.pdf
C1647,CL10C180JB8NNNC,0603,205764,18pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810261621_Samsung-Electro-Mechanics-CL10C180JB8NNNC_C1647.pdf
C107114,CC0805JRNPO9BN300,0805,187850,30pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810311413_YAGEO-CC0805JRNPO9BN300_C107114.pdf
C29718,4D03WGJ0103T5E,0603x4,185527,10kΩ ±5%,Resistor Networks & Arrays,base,,,https://datasheet.lcsc.com/lcsc/1810191515_UNI-ROYAL-Uniroyal-Elec-4D03WGJ0103T5E_C29718.pdf
C1739,0805B333K500NT,0805,183402,33nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061723_FH--Guangdong-Fenghua-Advanced-Tech-0805B333K500NT_C1739.pdf
C27592,0603WAF680JT5E,0603,179494,68Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0603WAF680JT5E_C27592.pdf
C26112,0805W8F2004T5E,0805,161457,2MΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0805W8F2004T5E_C26112.pdf
C8492,LBSS84LT1G,SOT-23,149466,P沟道 50V 130mA,MOSFETs,base,,,https://datasheet.lcsc.com/lcsc/1811031711_LRC-LBSS84LT1G_C8492.pdf
C17436,0805W8F1203T5E,0805,141819,120kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1203T5E_C17436.pdf
C17616,0805W8F3003T5E,0805,141677,300kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F3003T5E_C17616.pdf
C11616,0402WGF5103TCE,0402,132400,510kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0402WGF5103TCE_C11616.pdf
C7433,OP07CDR,SOIC-8,131996,OP07CDR,Precision OpAmps,base,,,http://www.ti.com/cn/lit/gpn/op07c
C1561,0402CG2R7C500NT,0402,129224,2.7pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811141710_FH--Guangdong-Fenghua-Advanced-Tech-0402CG2R7C500NT_C1561.pdf
C25725,4D02WGJ0103TCE,0402x4,119950,10kΩ ±5%,Resistor Networks & Arrays,base,,,https://datasheet.lcsc.com/lcsc/1810170420_UNI-ROYAL-Uniroyal-Elec-4D02WGJ0103TCE_C25725.pdf
C5593,"74HC08D,653",SOIC-14,109229,与门,Gates,base,,,https://datasheet.lcsc.com/lcsc/2006241032_Nexperia-74HC08D-653_C5593.pdf
C23146,0603WAF3603T5E,0603,108320,360kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3603T5E_C23146.pdf
C27143,SDCL1005C15NJTDF,0402,100263,15nH ±5% 500mΩ,Inductors (SMD),base,,,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDCL1005C15NJTDF_C27143.pdf
C17837,0805W8F8200T5E,0805,99688,820Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F8200T5E_C17837.pdf
C53134,CL21B473KBCNNNC,0805,95160,47nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811091614_Samsung-Electro-Mechanics-CL21B473KBCNNNC_C53134.pdf
C5446,XC6206P332MR,SOT-23,94075,正 Vin=6V Vout=3.3V 200mA,Linear Voltage Regulators (LDO),base,,,https://datasheet.lcsc.com/lcsc/1809201513_Torex-Semicon-XC6206P332MR_C5446.pdf
C1046,SDFL2012S100KTF,0805,91889,10uH ±10% 1.15Ω,Inductors (SMD),base,,,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDFL2012S100KTF_C1046.pdf
C17575,0805W8F2402T5E,0805,86331,24kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2402T5E_C17575.pdf
C17807,0805W8F7501T5E,0805,85613,7.5kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F7501T5E_C17807.pdf
C22810,0603WAF150JT5E,0603,82411,15Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF150JT5E_C22810.pdf
C8056,ZMM3V3-M,LL-34,78337,3.3V 500mW,Zener Diodes,base,,,https://datasheet.lcsc.com/lcsc/1811142211_ST-Semtech-ZMM3V3-M_C8056.pdf
C17756,0805W8F5602T5E,0805,73907,56kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F5602T5E_C17756.pdf
C22764,0603WAF1101T5E,0603,68276,1.1kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1101T5E_C22764.pdf
C37474,0603CG6R0C500NT,0603,64390,6pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061822_FH--Guangdong-Fenghua-Advanced-Tech-0603CG6R0C500NT_C37474.pdf
C5377,DB107S,DBS,64180,1kV 1A,Bridge Rectifiers,base,,,https://datasheet.lcsc.com/lcsc/2105061435_MDD-Microdiode-Electronics--DB107S_C5377.pdf
C25790,0402WGF4703TCE,0402,61448,470kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF4703TCE_C25790.pdf
C1527,0402B151K500NT,0402,59689,150pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810302110_FH--Guangdong-Fenghua-Advanced-Tech-0402B151K500NT_C1527.pdf
C25969,0603WAF4303T5E,0603,57779,430kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF4303T5E_C25969.pdf
C1685,0603CG8R2C500NT,0603,55118,8.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061811_FH--Guangdong-Fenghua-Advanced-Tech-0603CG8R2C500NT_C1685.pdf
C31658,CL10B683KB8NNNC,0603,50084,68nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811072020_Samsung-Electro-Mechanics-CL10B683KB8NNNC_C31658.pdf
C18229,LM2904DR2G,SOIC-8,47549,运算放大器，单电源，双路,Operational Amplifier,base,,,https://datasheet.lcsc.com/lcsc/1811012110_onsemi-LM2904DR2G_C18229.pdf
C1596,0603B153K500NT,0603,43836,15nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061810_FH--Guangdong-Fenghua-Advanced-Tech-0603B153K500NT_C1596.pdf
C35216,CL31B102KGFNNNE,1206,38653,1nF ±10% 500V 【停产】,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810221111_Samsung-Electro-Mechanics-CL31B102KGFNNNE_C35216.pdf
C1585,C1585,0402,37575,33nF (333) ±20% 50V Y5V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811141711_FH--Guangdong-Fenghua-Advanced-Tech-C1585_C1585.pdf
C9865,TPS54331DR,SOIC-8,35113,降压型,DC-DC Converters,base,,,https://www.ti.com/cn/lit/gpn/tps54331
C22813,0603WAF1603T5E,0603,28516,160kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1603T5E_C22813.pdf
C41327,TM1640,SOIC-28-300mil,22242,TM1640,LED Display Drivers,base,,,https://datasheet.lcsc.com/lcsc/2101251932_TM-Shenzhen-Titan-Micro-Elec-TM1640_C41327.pdf
C6568,CP2102-GMR,WQFN-28-EP(5x5),20023,CP2102-GMR,USB ICs,base,,,https://datasheet.lcsc.com/lcsc/1811081920_SILICON-LABS-CP2102-GMR_C6568.pdf
C7532,HT1621B,LQFP-48(7x7),17313,HT1621B,LCD Drivers,base,,,https://datasheet.lcsc.com/lcsc/1809121513_Holtek-Semicon-HT1621B_C7532.pdf
